final_text,label
crissy,1
dont believe,1
going like,1
alright happy new year time sleep,1
miss hannibal live blogging,1
also remember first time saw,1
new year resolution find go,1
wish knew,1
american,1
remember,1
dad playing cent candy shop,1
remember newest meme,1
remember people actually excited eva,1
thats last youll see start transitioning,1
going ill home alone midnight,1
could anyone forget,1
lachlan,1
im pretty sure ill able achieve,1
new year resolution start transitioning move uk start life finish school,1
post pic new year eve â,1
rt happy new year uk,1
happy new year uk,1
got ta consider time zone,1
happy new year,1
im buying pringles,1
shaft,1
sorry kinda lead nowhere im bit busy atm,1
maou,1
preference,1
im alice nice meet,1
hello,1
planning travelling another country â¦ â united kingdom,1
guess dont look anitwitter relationship,1
straight bother much expand horizon,1
justified guess,1
leecher,1
truly,1
uploaded around gb yesterday doesnt show ratio idea,1
bakabt pretty nice shame isp prevents getting good torrent upload speed,1
biggest worry censorship,1
whats difference kill la kill ovum v tv series,1
nonbinary,1
weirdest new year eve tradition â celebrating anything idk,1
yk bug â max time computer set year â¦,1
stuff â yeah sure let drive florida real quick,1
go college studying â current university went studied compâ¦,1
ever deal suicidal friend â many,1
whats favorite videogame genre â action rpg,1
ever made movie would call â bad worse,1
wish new year â start transitioning,1
exactly,1
exactly,1
corner eye honestly doesnt matter plus pay much look gaming keyboard,1
dont even look keyboard youre typing long something annoys seeing,1
rarely use number pad dont care back lighting fancy look,1
,1
would buy im waiting choc mini either drop go sale amazon,1
keyboard good normally buying quite good deal,1
anyone need good cheap mechanical keyboard keycool,1
missed chance oh well,1
k tweet happen,1
dirty girl,1
youre messy clean,1
anyone need support advice someone talk ill,1
staying home relaxing,1
like peaceful im absolutely fine previous new year turbulent best,1
omg would die drank anything sick sleep deprived state,1
start itll start well,1
really shaping great year star seem aligning,1
finally talked thing dad weve come understanding,1
always able help wont achieve anything unless learn strong,1
ok feel shitty help motivate make feel better wont,1
happy hasnt changed please try self hate lead,1
make thing good told beginning care want,1
dont go thing alone help know ill everything power,1
didnt hurt feeling im trying make stop focusing bad thing,1
ð,1
try reflect much youve changed person course stay positive,1
got hour sleep due nightmare pain there still plenty happy,1
thats pretty big deal really good thing opinion enough make good year,1
dont see sucked came term trans comfortable,1
please show wont tell character name,1
also didnt sleep night everything hurt need hug,1
damn cold today,1
rt happy new year,1
yeahhh,1
hope,1
there going lot even look forward,1
feeling truly good year,1
hope give back much ive given,1
without wouldnt alive youve shaped life,1
else im really thankful friend made year,1
hour,1
started pretty horribly ended really well,1
matter take away experience experience,1
one thing learned stand doesnt matter something start matter end,1
roller coaster year,1
reflecting,1
great afternoon,1
curry chicken mushroom brown rice,1
nue probably dont worry,1
probably lot pain rn,1
im way sleep deprived writing anything right,1
goodnight solazz,1
happy,1
soon start new year there person id want experience love anything,1
thank much,1
thank bringing much happiness joy life loving much love,1
everyone follow interact twitter,1
least twitter helping pas time,1
,1
go rest,1
thats new nightmare every night past week im sleep deprived pain need help,1
stop getting nightmare,1
live streaming main focus music finished streaming volume kill la kill ost,1
music streaming fun,1
need well,1
good taste,1
kind stuff brother sends regular basis,1
goodnight dick bum yumyum lover,1
need something hair soon goodnight,1
im good tired need shower good,1
starting build degeneracy eluded long,1
suuuuuuure,1
way,1
image saved nue,1
doesnt seem like,1
whats troubling,1
,1
provide soul meme craves,1
escape meme,1
seems like twitter extra sexually frustrated today,1
rt nue forcing look dick,1
woah,1
thats way,1
dont need one,1
ill take win thank,1
told,1
oh ill cum,1
win,1
actually never unless change wont never,1
yeeeeeaaaaaah,1
complaint,1
perhaps mango need reminder,1
ill reminding daily,1
implying need reminded love dick think yum yum bum,1
make exception im appreciator,1
nice,1
take new one,1
im never deleting,1
selfie,1
,1
dont keep inside come term grow person,1
spiraling wont help anything,1
excuse,1
nothing else focus,1
even waste energy people,1
word powerful careful,1
im happy im making positive impact,1
good dream,1
seems bit harsh,1
death,1
aside nightmare im pretty good,1
morning maddy,1
oh well ill stay awake,1
body letting sleep,1
guy either unresourceful really lazy cant tell,1
nightmare uu,1
time wake,1
ill explain tomorrow sleep,1
oh thought based previous tweet,1
ugly sad,1
rethink youre less upset,1
ugly sad,1
people use negative conatation,1
eye burning,1
ok steam kill,1
seeing,1
seeing,1
another know anal bead youre talking,1
naughty thing,1
literally homura im jealous,1
one,1
good cosplay itll never top one homu cosplayer,1
hate feel,1
pretty much digital photography computer programming web design physic class nutshell,1
probably wasnt bad senior web design course made u make website felt like designing soft grunge,1
introductory computer science usually way,1
thank nicomaki cuter,1
omg new avi cutest,1
bottom part look like calender though dunno part production note,1
ooh thank got post made tumblr,1
official shaft production note book,1
least theyre aware,1
thank,1
time ceased exist twitter,1
kidding,1
twitter done,1
seems,1
got best gift ever christmas love,1
always shimakaze,1
thank lt dont worry skype know talk twitter,1
course ill always need crissy,1
glad like way im sure others,1
cant help,1
hm wat,1
fail strike witch,1
sleep good yes,1
unless thats meant,1
introversion n intuition f feeling p prospecting opposite e extroversion sensing thinking j judging,1
personality change mood certain disorder take typing grain salt,1
np remember specific also generalized extent,1
common ifp happen infp dad girlfriend share problem also infp,1
guessed would ifp original tweet something problem well people know,1
much dont like generalized psychology seeing pattern starting pop certain type,1
know mbti,1
whats hair color â dark brown,1
nue post apocalyptic game nue called dead ireland nue perfect,1
idea,1
big bos look awesome,1
got strat,1
saw feeding bird park kneâ¦ â give bat back,1
life â whatever make,1
surprise,1
fps jetstream sam dlc metal gear ray second revengeance di via,1
least bachelor degree make finding work really irritating,1
go university anyways im completely self taught ive done plenty work im going back anyways,1
basically mean youd accepted anyways,1
hi poorly photoshopped happy new year avatar phil,1
hey crissy dunno said congratulation getting university,1
im back access twitter hi,1
christmas quite shitty year,1
happy,1
know feel,1
plus two important people arent happy happy,1
due kind complication cant give gift want give,1
lot bad thing always happen around time year parent always make problem,1
hate christmas time,1
rt would seem puush banned russia mean following requires going russian court,1
worst christmas present ever got â literally sock even wrapped givâ¦,1
thought opened skyrim accident tv,1
,1
omg there tv show using skyrim music,1
movie,1
bad,1
ive diagnosed dissociative identity disorderptsdocd struggle anxietypanic attacksdepressionim open,1
hospitalizationsmedications weekly therapy saved life,1
ive hospital electroconvulsive therapy lot med therapy almost year,1
take medication mental illness someone would take medication physical ailment shame,1
mental health important physical healthpeople arent ashamed physical illnesswhys different mental illness,1
mental health month see lot tweet mental illness youll know,1
rt may know mean check learn way câ¦,1
smile polite speaking doesnt mean want sleep called manner,1
dr spaceman always favorite rock character,1
basically im typing number terrible abbreviation assume im ranting trying stay within character limit,1
get excited flipping calendar new monthampwhen last day month corresponds last page journal,1
phrase totally invalidates victim experience invalidate excuse disgusting excuse,1
u say thatim gon na assume ur fortunate enough never abusedotherwise u would know better say something stupid,1
sayeverybody make mistake defend someone convicted sex crimeu need learn diff btw mistakeampdecision commit crime,1
